from_country,to_country,refugees
BRA,POL,5
BRA,POR,23
BRA,SPA,76
BRA,SWE,7
BRA,SWI,14
BRA,USA,1444
BSN,ARG,6
BSN,AUS,53
BSN,BEL,34
BSN,BRA,5
BSN,CAN,6
BSN,CYP,15
BSN,DEN,5
BSN,FRA,6904
BSN,GBR,5
BSN,GFR,1339
BSN,ITA,34
BSN,JOR,9
BSN,LUX,12
BSN,NET,8
BSN,PAN,5
BSN,POL,7
BSN,SRB,7879
BSN,SVK,36
BSN,SVN,7
BSN,SWE,59
BSN,SWI,1399
BSN,USA,86
BUL,BEL,17
BUL,CAN,68
BUL,FRA,66
BUL,GFR,91
BUL,MDA,371
BUL,NOR,8
BUL,SVK,8
BUL,SWE,8
BUL,SWI,9
BUL,USA,144
BZE,MEX,31
BZE,USA,34
CAM,AUL,72
CAM,BEL,13
CAM,CAN,23
CAM,FIN,5
CAM,FRA,10795
CAM,GFR,37
CAM,ICO,7
CAM,KOR,5
CAM,MEX,24
CAM,MLS,72
CAM,NET,6
CAM,PHI,13
CAM,SVK,5
CAM,SWI,265
CAM,THA,239
CAM,USA,108
CAN,BUL,5
CAN,GBR,11
CAN,GFR,44
CAN,HRV,5
CAN,HUN,5
CAN,ITA,5
CAN,MDA,8
CAN,POL,20
CAN,POR,19
CAN,ROM,9
CAN,SPA,16
CAN,SWE,5
CAN,SWI,5
CAN,USA,29
CAR,ALG,106
CAR,ANG,7
CAR,ARE,45
CAR,BEL,72
CAR,BEN,1193
CAR,BKF,106
CAR,BRA,5
CAR,CAN,36
CAR,CHD,124529
CAR,CMR,346680
CAR,COB,26613
CAR,COD,211137
CAR,FIN,6
CAR,FRA,5661
CAR,GAB,19
CAR,GAM,5
CAR,GBR,14
CAR,GFR,38
CAR,GHA,183
CAR,GRE,22
CAR,GUI,36
CAR,HKG,5
CAR,ICO,565
CAR,ITA,17
CAR,JOR,7
CAR,LBR,5
CAR,MAU,670
CAR,MLI,1212
CAR,MLS,5
CAR,MOR,605
CAR,NAM,6
CAR,NET,7
CAR,NGR,138
CAR,NIG,921
CAR,NOR,15
CAR,POL,5
CAR,POR,8
CAR,ROM,5
CAR,RSA,8
CAR,SEN,258
CAR,SPA,150
CAR,SSD,2282
CAR,SUD,24363
CAR,SWE,71
CAR,SWI,22
CAR,TOG,246
CAR,TUN,19
CAR,UGA,29
CAR,USA,170
CAY,USA,5
CHD,ALG,5
CHD,ANG,189
CHD,ARE,66
CHD,AUS,5
CHD,BEL,45
CHD,BEN,37
CHD,BKF,46
CHD,CAN,496
CHD,CAR,1314
CHD,CMR,1526
CHD,COB,28
CHD,COD,22
CHD,FRA,3391
CHD,GAB,28
CHD,GBR,167
CHD,GFR,113
CHD,GHA,41
CHD,GRE,14
CHD,ICE,5
CHD,ICO,5
CHD,IRE,5
CHD,ISR,5
CHD,JOR,11
CHD,MOR,8
CHD,MTA,10
CHD,NET,5
CHD,NGR,107
CHD,NIG,89
CHD,RWA,6
CHD,SAU,9
CHD,SEN,5
CHD,SPA,42
CHD,SUD,4654
CHD,SWE,18
CHD,SWI,31
CHD,SYR,9
CHD,TOG,18
CHD,TUN,5
CHD,UGA,9
CHD,USA,221
CHI,ALB,14
CHI,AUL,1656
CHI,AUS,677
CHI,BEL,1068
CHI,BRA,24
CHI,CAN,2154
CHI,CYP,5
CHI,CZE,64
CHI,DEN,17
CHI,ECU,12
CHI,FIN,175
CHI,FRA,11161
CHI,GBR,928
CHI,GFR,1667
CHI,GRE,114
CHI,HUN,15
CHI,ICE,5
CHI,IND,72294
CHI,INS,10
CHI,IRE,63
CHI,ITA,462
CHI,JPN,86
CHI,KAZ,5
CHI,KOR,51
CHI,LIE,33
CHI,LUX,7
CHI,LVA,5
CHI,MAU,5
CHI,MDA,78
CHI,MEX,5
CHI,MLS,38
CHI,MNG,5
CHI,MTA,17
CHI,NET,777
CHI,NOR,288
CHI,NZL,271
CHI,PHI,5
CHI,POL,32
CHI,POR,65
CHI,ROM,39
CHI,RUS,14
CHI,SAU,14
CHI,SPA,115
CHI,SRB,5
CHI,SVK,15
CHI,SWE,183
CHI,SWI,2253
CHI,THA,172
CHI,USA,64066
CHL,ARG,34
CHL,AUL,16
CHL,BEL,43
CHL,BRA,21
CHL,CAN,166
CHL,ECU,6
CHL,FRA,153
CHL,GFR,154
CHL,ITA,17
CHL,MEX,513
CHL,NZL,5
CHL,POL,25
CHL,SPA,67
CHL,SWE,9
CHL,SWI,9
CHL,USA,87
CHL,VEN,10
CMR,ALG,135
CMR,ARE,20
CMR,ARG,11
CMR,AUL,40
CMR,AUS,193
CMR,BEL,611
CMR,BEN,119
CMR,BHS,5
CMR,BRA,111
CMR,CAN,631
CMR,CAR,69
CMR,CHD,42597
CMR,CHI,19
CMR,COB,5
CMR,CYP,188
CMR,DEN,9
CMR,ECU,21
CMR,FIN,158
CMR,FRA,2981
CMR,GAB,5
CMR,GBR,826
CMR,GFR,1151
CMR,GHA,380
CMR,GRE,1145
CMR,HKG,5
CMR,HRV,5
CMR,HUN,43
CMR,ICE,5
CMR,ICO,16
CMR,IND,31
CMR,IRE,110
CMR,ITA,1752
CMR,JPN,26
CMR,KOR,23
CMR,LBR,6
CMR,LEB,10
CMR,LES,5
CMR,LTU,6
CMR,LUX,39
CMR,MAU,19
CMR,MEX,32
CMR,MLI,6
CMR,MLS,12
CMR,MOR,174
CMR,MTA,10
CMR,NAM,26
CMR,NET,102
CMR,NGR,19
CMR,NIG,86731
CMR,NOR,17
CMR,NZL,5
CMR,PAN,10
CMR,PER,20
CMR,PHI,39
CMR,POL,7
CMR,POR,233
CMR,ROM,26
CMR,RSA,282
CMR,SOM,5
CMR,SPA,162
CMR,SRB,5
CMR,SSD,5
CMR,SUD,7
CMR,SVK,10
CMR,SVN,10
CMR,SWA,5
CMR,SWE,234
CMR,SWI,251
CMR,THA,60
CMR,TOG,9
CMR,TRT,6
CMR,TUN,53
CMR,UGA,5
CMR,UKR,5
CMR,URU,13
CMR,USA,5214
CMR,ZAM,18
COB,ANG,65
COB,ARE,11
COB,ARM,5
COB,AUL,37
COB,AUS,78
COB,BEL,30
COB,BKF,15
COB,BRA,19
COB,BUL,9
COB,CAN,131
COB,CAR,15
COB,CHD,11
COB,CHL,8
COB,CMR,44
COB,COD,642
COB,CYP,12
COB,ECU,7
COB,FIN,6
COB,FRA,5807
COB,GAB,59
COB,GAM,5
COB,GBR,88
COB,GFR,251
COB,GHA,8
COB,GRE,177
COB,GUI,11
COB,HRV,6
COB,HUN,12
COB,ICO,75
COB,IND,11
COB,IRE,13
COB,ITA,296
COB,KEN,53
COB,MAU,7
COB,MCD,5
COB,MEX,27
COB,MLI,33
COB,MOR,16
COB,MOZ,15
COB,NAM,5
COB,NET,175
COB,NGR,5
COB,NIG,5
COB,NOR,5
COB,PHI,7
COB,POL,11
COB,POR,50
COB,ROM,5
COB,RSA,3654
COB,SPA,68
COB,SUD,17
COB,SWA,16
COB,SWE,32
COB,SWI,42
COB,TOG,32
COB,UGA,36
COB,UKR,27
COB,URU,5
COB,USA,944
COB,VEN,5
COB,ZIM,20
COD,ALG,79
COD,ANG,22641
COD,ARE,48
COD,ARG,26
COD,AUL,59
COD,AUS,325
COD,BDI,83887
COD,BEL,1451
COD,BEN,34
COD,BKF,19
COD,BOT,294
COD,BRA,1696
COD,CAN,1213
COD,CAR,6365
COD,CHD,264
COD,CHI,19
COD,CHL,5
COD,CMR,455
COD,COB,12191
COD,COI,12
COD,COS,12
COD,CYP,51
COD,CZE,5
COD,DEN,57
COD,DJB,5
COD,ECU,8
COD,ETH,848
COD,FIN,88
COD,FRA,32763
COD,GAB,67
COD,GAM,49
COD,GBR,856
COD,GEO,5
COD,GFR,1371
COD,GHA,69
COD,GRE,2733
COD,GUI,54
COD,HKG,8
COD,HRV,7
COD,HUN,24
COD,ICE,5
COD,ICO,123
COD,IND,76
COD,INS,10
COD,IRE,427
COD,ITA,703
COD,JPN,25
COD,KEN,33005
COD,KOR,67
COD,LBR,33
COD,LEB,5
COD,LES,188
COD,LUX,47
COD,MAD,5
COD,MAU,33
COD,MEX,75
COD,MLI,280
COD,MLS,9
COD,MLW,25454
COD,MOR,183
COD,MOZ,3068
COD,MTA,5
COD,NAM,4051
COD,NET,83
COD,NGR,48
COD,NIG,667
COD,NOR,361
COD,NZL,5
COD,PAN,5
COD,PER,8
COD,PHI,14
COD,POR,157
COD,ROM,16
COD,RSA,19777
COD,RUS,11
COD,RWA,71966
COD,SEN,5
COD,SPA,94
COD,SSD,10111
COD,SUD,437
COD,SVK,16
COD,SVN,10
COD,SWA,510
COD,SWE,829
COD,SWI,1136
COD,TAN,50632
COD,THA,18
COD,TOG,108
COD,UGA,476222
COD,UKR,12
COD,USA,1555
COD,ZAM,50131
COD,ZIM,8919
COI,CAN,5
COI,FRA,1872
COI,GRE,8
COI,POR,5
COI,SWE,5
COI,USA,5
COL,ARG,562
COL,AUL,85
COL,AUS,5
COL,BEL,160
COL,BOL,200
COL,BRA,1318
COL,CAN,4351
COL,CHL,1235
COL,COS,2304
COL,CZE,5
COL,DEN,5
COL,ECU,57160
COL,FIN,6
COL,FRA,1427
COL,GBR,15
COL,GFR,132
COL,GUA,10
COL,HON,5
COL,ITA,1094
COL,MEX,616
COL,NET,189
COL,NIC,6
COL,NOR,49
COL,NZL,33
COL,PAN,1654
COL,PAR,18
COL,PER,734
COL,POL,5
COL,POR,21
COL,SAL,16
COL,SPA,3009
COL,SWE,40
COL,SWI,323
COL,TRT,8
COL,URU,170
COL,USA,2984
COL,VEN,29181
COS,ARG,5
COS,BRA,5
COS,CAN,23
COS,CHL,5
COS,MEX,44
COS,POL,5
COS,SPA,5
COS,USA,183
CUB,ARG,262
CUB,ARM,5
CUB,AUS,15
CUB,BEL,10
CUB,BOL,48
CUB,BRA,1180
CUB,CAN,288
CUB,CAY,47
CUB,CHL,19
CUB,COL,87
CUB,COS,648
CUB,CZE,33
CUB,DOM,6
CUB,ECU,230
CUB,ETH,5
CUB,FIN,5
CUB,FRA,394
CUB,GBR,16
CUB,GFR,100
CUB,GRE,25
CUB,GUA,12
CUB,GUY,7
CUB,HUN,74
CUB,IRE,6
CUB,ITA,70
CUB,LTU,5
CUB,MDA,14
CUB,MEX,4693
CUB,MNE,5
CUB,NET,65
CUB,NIC,14
CUB,PAN,120
CUB,PAR,951
CUB,PER,546
CUB,POL,19
CUB,POR,5
CUB,ROM,6
CUB,SPA,204
CUB,SRB,8
CUB,SUR,12
CUB,SVK,32
CUB,SWE,24
CUB,SWI,48
CUB,TRT,163
CUB,URU,35
CUB,USA,2968
CUW,USA,35
CVI,FRA,5
CVI,GBR,5
CVI,ITA,5
CVI,LUX,5
CZE,BEL,5
CZE,CAN,175
CZE,GFR,392
CZE,MDA,5
CZE,NOR,5
CZE,NZL,9
CZE,USA,8
DJB,ARE,23
DJB,BEL,294
DJB,CAN,183
DJB,ETH,53
DJB,FRA,663
DJB,GBR,6
DJB,GFR,29
DJB,GRE,28
DJB,SWE,32
DJB,SWI,18
DJB,USA,372
DJB,YEM,5
DMA,CAN,5
DMA,FRA,11
DMA,GBR,22
DMA,GFR,5
DMA,USA,14
DOM,ARG,11
DOM,BRA,9
DOM,CAN,110
DOM,ECU,5
DOM,FIN,5
DOM,FRA,202
DOM,GFR,11
DOM,GRE,10
DOM,ITA,13
DOM,MEX,42
DOM,PAN,5
DOM,PER,20
DOM,SPA,30
DOM,USA,251
ECU,ARG,16
ECU,BOL,5
ECU,BRA,60
ECU,CAN,88
ECU,CHL,23
ECU,COL,5
ECU,FRA,37
ECU,GBR,5
ECU,GFR,24
ECU,HUN,5
ECU,ITA,17
ECU,MDA,20
ECU,MEX,88
ECU,NET,7
ECU,PER,5
ECU,POL,5
ECU,POR,33
ECU,ROM,9
ECU,SPA,78
ECU,SWE,6
ECU,URU,8
ECU,USA,2656
EGU,CAN,6
EGU,CMR,6
EGU,FRA,76
EGU,GBR,5
EGU,GFR,21
EGU,GRE,5
EGU,SPA,54
EGU,SWE,5
EGU,SWI,5
EGU,USA,17
ERT,ALG,5
ERT,ANG,83
ERT,ARE,16526
ERT,ARG,12
ERT,AUL,101
ERT,AUS,506
ERT,BEL,4621
ERT,BEN,5
ERT,BRA,26
ERT,BUL,13
ERT,CAN,474
ERT,CHD,15
ERT,CHI,6
ERT,COD,7
ERT,COL,5
ERT,CUB,5
ERT,CYP,54
ERT,CZE,11
ERT,DEN,5936
ERT,DJB,584
ERT,ECU,11
ERT,EST,10
ERT,ETH,162812
ERT,FIN,869
ERT,FRA,11987
ERT,GBR,16703
ERT,GEO,10
ERT,GFR,44437
ERT,GHA,120
ERT,GRE,1792
ERT,GUI,14
ERT,HRV,27
ERT,HUN,47
ERT,ICE,9
ERT,ICO,8
ERT,IND,13
ERT,INS,148
ERT,IRE,104
ERT,IRQ,5
ERT,ISR,226
ERT,ITA,3177
ERT,JOR,37
ERT,JPN,5
ERT,KEN,942
ERT,KOR,10
ERT,KUW,9
ERT,LBY,239
ERT,LEB,17
ERT,LES,31
ERT,LIE,12
ERT,LTU,46
ERT,LUX,1694
ERT,LVA,35
ERT,MEX,7
ERT,MLI,5
ERT,MLS,32
ERT,MOR,49
ERT,MTA,911
ERT,NET,14830
ERT,NGR,98
ERT,NIG,41
ERT,NOR,10276
ERT,NZL,6
ERT,PHI,21
ERT,POL,5
ERT,POR,204
ERT,ROM,67
ERT,RSA,1314
ERT,RWA,204
ERT,SAU,36
ERT,SOM,57
ERT,SPA,360
ERT,SSD,779
ERT,SUD,119410
ERT,SVN,86
ERT,SWA,5
ERT,SWE,25302
ERT,SWI,38508
ERT,SYR,16
ERT,TUN,136
ERT,UGA,14436
ERT,UKR,10
ERT,USA,5036
ERT,YEM,1299
ERT,ZAM,123
ERT,ZIM,21
EST,GFR,5
EST,RSA,5
EST,RUS,5
EST,USA,25
ETH,ARE,5814
ETH,ARG,5
ETH,AUL,473
ETH,AUS,262
ETH,BEL,263
ETH,BLR,5
ETH,BRA,29
ETH,BUL,10
ETH,CAN,998
ETH,CHD,23
ETH,COD,5
ETH,COL,7
ETH,COS,5
ETH,CYP,10
ETH,CZE,6
ETH,DEN,92
ETH,DJB,3710
ETH,ECU,5
ETH,ERT,15
ETH,FIN,157
ETH,FRA,3478
ETH,GBR,2211
ETH,GFR,5378
ETH,GHA,10
ETH,GRE,640
ETH,HKG,6
ETH,HUN,41
ETH,ICE,14
ETH,ICO,7
ETH,IND,26
ETH,INS,100
ETH,IRE,90
ETH,ISR,111
ETH,ITA,980
ETH,JOR,22
ETH,JPN,36
ETH,KEN,21620
ETH,KOR,179
ETH,LBY,31
ETH,LEB,166
ETH,LES,8
ETH,LTU,5
ETH,LUX,70
ETH,MAU,8
ETH,MEX,6
ETH,MLS,10
ETH,MLW,14
ETH,MOZ,9
ETH,MTA,174
ETH,NAM,6
ETH,NET,436
ETH,NGR,14
ETH,NIG,8
ETH,NOR,1083
ETH,NZL,19
ETH,PER,5
ETH,PHI,5
ETH,POL,10
ETH,POR,18
ETH,ROM,7
ETH,RSA,13002
ETH,RWA,26
ETH,SOM,4944
ETH,SPA,21
ETH,SRB,5
ETH,SSD,4151
ETH,SUD,55455
ETH,SWA,37
ETH,SWE,2534
ETH,SWI,1837
ETH,SYR,12
ETH,THA,10
ETH,TUN,13
ETH,UGA,3710
ETH,UKR,23
ETH,USA,7661
ETH,YEM,6720
ETH,ZAM,53
ETH,ZIM,76
FGU,MEX,11
FIJ,AUL,228
FIJ,CAN,5
FIJ,NZL,18
FIJ,USA,85
FRA,GFR,12
FRA,MDA,25
FRA,SWI,9
FRA,USA,19
GAB,AUS,5
GAB,BEL,31
GAB,CAN,36
GAB,FRA,588
GAB,GBR,9
GAB,GFR,17
GAB,GRE,5
