from_country,to_country,refugees
CHI,MLS,51
CHI,MTA,12
CHI,NET,1259
CHI,NOR,666
CHI,NZL,134
CHI,POL,14
CHI,RSA,7
CHI,RUS,5
CHI,SAU,14
CHI,SPA,16
CHI,SVK,5
CHI,SWE,272
CHI,SWI,3344
CHI,THA,76
CHI,TUR,16
CHI,UKR,5
CHI,USA,71902
CHL,ARG,36
CHL,BEL,19
CHL,BOL,8
CHL,BRA,21
CHL,CAN,124
CHL,ECU,5
CHL,FRA,70
CHL,GFR,194
CHL,ITA,5
CHL,SWE,31
CHL,SWI,11
CHL,USA,42
CHL,VEN,5
CMR,ALG,9
CMR,ARG,11
CMR,AUL,52
CMR,AUS,240
CMR,BEL,361
CMR,BKF,5
CMR,BRA,21
CMR,CAN,985
CMR,CHD,5
CMR,COD,7
CMR,CYP,11
CMR,CZE,6
CMR,DEN,5
CMR,FIN,69
CMR,FRA,796
CMR,GAB,5
CMR,GBR,454
CMR,GFR,538
CMR,GHA,33
CMR,GRE,31
CMR,IRE,66
CMR,ITA,628
CMR,KOR,13
CMR,LTU,5
CMR,LUX,5
CMR,MEX,13
CMR,MOR,15
CMR,MTA,9
CMR,NAM,6
CMR,NET,154
CMR,NGR,6
CMR,NIG,162
CMR,NOR,24
CMR,NZL,5
CMR,PAN,8
CMR,POL,8
CMR,POR,8
CMR,ROM,25
CMR,RSA,525
CMR,SEN,12
CMR,SPA,25
CMR,SVK,6
CMR,SWE,137
CMR,SWI,197
CMR,TUR,9
CMR,URU,8
CMR,USA,5016
COB,ALG,5
COB,ANG,5
COB,ARE,5
COB,ARG,9
COB,AUL,16
COB,AUS,126
COB,BEL,30
COB,BKF,39
COB,BRA,10
COB,BUL,7
COB,CAN,229
COB,CAR,10
COB,CHD,11
COB,CHL,8
COB,CMR,62
COB,COD,671
COB,CZE,5
COB,DEN,5
COB,ECU,5
COB,FIN,7
COB,FRA,3252
COB,GAB,189
COB,GAM,7
COB,GBR,187
COB,GFR,194
COB,GNB,5
COB,GRE,34
COB,GUI,12
COB,HRV,5
COB,HUN,7
COB,ICO,166
COB,IRE,201
COB,ITA,486
COB,KEN,13
COB,LUX,6
COB,MAU,9
COB,MEX,17
COB,MLI,29
COB,MOR,6
COB,MOZ,12
COB,NAM,5
COB,NET,692
COB,NGR,5
COB,NIG,5
COB,NOR,10
COB,NZL,7
COB,POL,9
COB,ROM,11
COB,RSA,6035
COB,SEN,19
COB,SPA,10
COB,SVK,5
COB,SWE,65
COB,SWI,75
COB,TOG,42
COB,TUR,10
COB,UKR,21
COB,URU,5
COB,USA,1351
COB,ZIM,14
COD,ALB,5
COD,ALG,40
COD,ANG,12944
COD,ARE,45
COD,ARG,25
COD,AUL,30
COD,AUS,450
COD,BDI,52631
COD,BEL,1100
COD,BEN,5
COD,BKF,26
COD,BOT,165
COD,BRA,791
COD,CAN,3544
COD,CAR,5342
COD,CHD,337
COD,CHL,5
COD,CMR,472
COD,COB,23376
COD,COS,5
COD,CYP,13
COD,CZE,26
COD,DEN,91
COD,ETH,427
COD,FIN,190
COD,FRA,13727
COD,GAB,38
COD,GAM,64
COD,GBR,1868
COD,GFR,1646
COD,GHA,34
COD,GNB,7
COD,GRE,88
COD,GUI,51
COD,GUY,7
COD,HUN,13
COD,ICO,168
COD,IND,46
COD,INS,10
COD,IRE,345
COD,ISR,208
COD,ITA,427
COD,KEN,9324
COD,KOR,48
COD,LBR,14
COD,LBY,17
COD,LES,24
COD,LUX,27
COD,MAU,56
COD,MEX,63
COD,MLI,213
COD,MLS,10
COD,MLW,2511
COD,MOR,123
COD,MOZ,2651
COD,MTA,5
COD,NAM,1384
COD,NEP,5
COD,NET,711
COD,NGR,69
COD,NIG,531
COD,NOR,318
COD,PAN,5
COD,PHI,5
COD,POR,57
COD,ROM,16
COD,RSA,30125
COD,RUS,9
COD,RWA,73400
COD,SEN,22
COD,SOM,5
COD,SPA,86
COD,SSD,15485
COD,SUD,61
COD,SVK,9
COD,SVN,6
COD,SWA,232
COD,SWE,328
COD,SWI,1337
COD,TAN,53881
COD,THA,20
COD,TOG,101
COD,TUN,8
COD,TUR,62
COD,UGA,178217
COD,UKR,66
COD,USA,817
COD,YEM,5
COD,ZAM,18598
COD,ZIM,4866
COI,CAN,5
COI,FRA,514
COI,GBR,5
COI,HUN,22
COI,POR,18
COI,RSA,5
COI,SWE,5
COI,USA,6
COL,ARG,551
COL,AUL,135
COL,AUS,19
COL,BEL,28
COL,BOL,184
COL,BRA,1200
COL,CAN,16428
COL,CHL,996
COL,COS,16623
COL,CUW,27
COL,ECU,121317
COL,FRA,470
COL,GBR,105
COL,GFR,63
COL,GUA,6
COL,HON,5
COL,ITA,475
COL,MEX,255
COL,NET,273
COL,NIC,10
COL,NOR,16
COL,NZL,10
COL,PAN,15551
COL,PAR,39
COL,PER,507
COL,POR,77
COL,SAL,5
COL,SPA,364
COL,SWE,41
COL,SWI,302
COL,TRT,8
COL,URU,130
COL,USA,10552
COL,VEN,173519
COS,ARG,5
COS,CAN,229
COS,CHL,5
COS,USA,175
CUB,ARG,342
CUB,AUL,5
CUB,AUS,24
CUB,BHS,12
CUB,BOL,9
CUB,BRA,135
CUB,CAN,1618
CUB,CHL,18
CUB,COL,62
CUB,COS,858
CUB,CZE,165
CUB,ECU,229
CUB,FIN,6
CUB,FRA,140
CUB,GBR,17
CUB,GFR,113
CUB,HUN,48
CUB,IRE,22
CUB,ITA,142
CUB,LTU,5
CUB,MDA,5
CUB,MEX,43
CUB,NET,16
CUB,NIC,16
CUB,NOR,7
CUB,NZL,5
CUB,PAN,1118
CUB,PAR,66
CUB,PER,501
CUB,POL,9
CUB,POR,9
CUB,ROM,5
CUB,SPA,946
CUB,SVK,32
CUB,SWE,84
CUB,SWI,40
CUB,TCI,5
CUB,TRT,36
CUB,URU,6
CUB,USA,578
CUW,USA,35
CVI,GBR,5
CVI,GFR,5
CVI,ITA,17
CYP,COS,5
CYP,GBR,5
CZE,CAN,254
CZE,FRA,30
CZE,GFR,859
CZE,IRE,100
CZE,NZL,47
CZE,SWI,8
CZE,USA,23
DEN,CAN,6
DEN,SWE,5
DJB,ARE,6
DJB,AUL,5
DJB,BEL,146
DJB,CAN,310
DJB,ETH,76
DJB,FRA,136
DJB,GBR,5
DJB,NET,8
DJB,SWE,8
DJB,SWI,5
DJB,USA,165
DMA,CAN,23
DMA,USA,12
DOM,CAN,169
DOM,COS,6
DOM,ECU,5
DOM,FRA,19
DOM,GFR,21
DOM,GRE,5
DOM,ITA,5
DOM,MEX,8
DOM,PAN,5
DOM,PER,5
DOM,USA,100
ECU,ARG,16
ECU,AUL,5
ECU,BOL,5
ECU,BRA,57
ECU,CAN,208
ECU,CHL,18
ECU,COL,9
ECU,CZE,5
ECU,FIN,5
ECU,FRA,29
ECU,GBR,25
ECU,GFR,22
ECU,ITA,14
ECU,NET,10
ECU,PER,5
ECU,SWE,18
ECU,SWI,10
ECU,URU,7
ECU,USA,334
ECU,VEN,5
EGU,BEL,5
EGU,CAN,11
EGU,CMR,10
EGU,FRA,31
EGU,GFR,14
EGU,ITA,8
EGU,SPA,78
EGU,USA,11
ERT,ANG,19
ERT,ARE,1625
ERT,AUL,109
ERT,AUS,120
ERT,BEL,130
ERT,BEN,5
ERT,BRA,25
ERT,BUL,5
ERT,CAN,1750
ERT,CHD,38
ERT,CHI,5
ERT,COL,5
ERT,COS,5
ERT,CYP,5
ERT,CZE,11
ERT,DEN,319
ERT,DJB,303
ERT,ECU,11
ERT,ETH,123784
ERT,FIN,25
ERT,FRA,1671
ERT,GBR,11579
ERT,GFR,4716
ERT,GHA,7
ERT,GRE,201
ERT,HRV,5
ERT,HUN,40
ERT,ICE,5
ERT,IND,47
ERT,INS,14
ERT,IRE,42
ERT,ISR,32668
ERT,ITA,13357
ERT,JOR,12
ERT,KEN,1333
ERT,KUW,5
ERT,LBY,485
ERT,LEB,10
ERT,LIE,14
ERT,LTU,10
ERT,LUX,22
ERT,MEX,7
ERT,MLS,5
ERT,MTA,950
ERT,NET,6294
ERT,NIG,5
ERT,NOR,11202
ERT,NZL,7
ERT,PHI,5
ERT,POL,19
ERT,POR,29
ERT,ROM,10
ERT,RSA,2219
ERT,RUS,5
ERT,SAU,376
ERT,SOM,33
ERT,SPA,48
ERT,SUD,109196
ERT,SVK,22
ERT,SVN,5
ERT,SWE,14107
ERT,SWI,16091
ERT,SYR,34
ERT,TUN,43
ERT,TUR,59
ERT,UGA,2600
ERT,UKR,17
ERT,USA,3868
ERT,YEM,1254
ERT,ZAM,13
ERT,ZIM,16
EST,AUS,5
EST,CAN,15
EST,FRA,8
EST,IRE,7
EST,RSA,6
EST,SWE,5
EST,USA,294
ETH,ARE,1138
ETH,ARG,5
ETH,AUL,229
ETH,AUS,144
ETH,BEL,80
ETH,BLR,8
ETH,BOT,7
ETH,BRA,20
ETH,BUL,12
ETH,CAN,2155
ETH,CHD,6
ETH,COL,16
ETH,CYP,5
ETH,CZE,9
ETH,DEN,32
ETH,DJB,487
ETH,ECU,5
ETH,ERT,26
ETH,FIN,86
ETH,FRA,601
ETH,GBR,833
ETH,GFR,2695
ETH,GHA,5
ETH,GRE,151
ETH,HUN,26
ETH,IND,11
ETH,INS,27
ETH,IRE,41
ETH,ISR,86
ETH,ITA,2354
ETH,JPN,14
ETH,KEN,21250
ETH,KOR,78
ETH,LBY,23
ETH,LEB,5
ETH,LTU,5
ETH,LUX,32
ETH,MAU,6
ETH,MEX,7
ETH,MLS,5
ETH,MTA,112
ETH,NAM,5
ETH,NET,741
ETH,NOR,1884
ETH,NZL,9
ETH,PAK,5
ETH,POL,5
ETH,POR,5
ETH,ROM,5
ETH,RSA,18830
ETH,RWA,5
ETH,SAU,5
ETH,SOM,2606
ETH,SPA,71
ETH,SRB,5
ETH,SSD,4900
ETH,SUD,5495
ETH,SWA,5
ETH,SWE,749
ETH,SWI,845
ETH,SYR,16
ETH,TUN,19
ETH,TUR,98
ETH,UAE,6
ETH,UGA,1265
ETH,UKR,16
ETH,USA,10384
ETH,YEM,5934
ETH,ZAM,55
ETH,ZIM,52
FIJ,AUL,359
FIJ,CAN,157
FIJ,GBR,8
FIJ,MLS,5
FIJ,NZL,16
FIJ,SOL,5
FIJ,USA,377
FIN,USA,5
FRA,AUL,5
FRA,CAN,36
FRA,GFR,14
FRA,USA,29
GAB,BEL,9
GAB,CAN,56
GAB,CMR,5
GAB,FRA,31
GAB,GFR,5
GAB,ITA,14
GAB,NET,5
GAB,SPA,5
GAB,SWI,5
GAB,USA,44
GAM,AUL,5
GAM,AUS,100
GAM,BEL,19
GAM,BRA,5
GAM,CAN,78
GAM,FIN,33
GAM,FRA,164
GAM,GBR,1105
GAM,GFR,144
GAM,GNB,5
GAM,GRE,11
GAM,HKG,5
GAM,ITA,1923
GAM,LUX,5
GAM,MTA,5
GAM,NET,34
GAM,NOR,14
GAM,PER,5
GAM,POR,5
GAM,SEN,36
GAM,SPA,8
GAM,SWE,99
GAM,SWI,50
GAM,USA,1264
GAZ,ALB,5
GAZ,ALG,4016
GAZ,ARE,70023
GAZ,ARM,6
GAZ,AUL,246
GAZ,AZE,8
GAZ,BEL,128
GAZ,BLR,6
GAZ,BRA,314
GAZ,BSN,5
GAZ,CAN,634
GAZ,CHI,5
GAZ,CHL,119
GAZ,CYP,1739
GAZ,DEN,125
GAZ,ECU,9
GAZ,EST,5
GAZ,FRA,414
GAZ,GBR,321
GAZ,GFR,250
GAZ,GRE,42
GAZ,HKG,8
GAZ,HUN,62
GAZ,IND,73
GAZ,INS,288
GAZ,IRE,84
GAZ,IRQ,9246
GAZ,ITA,611
GAZ,KOR,5
GAZ,KUW,7
GAZ,LBR,5
GAZ,LBY,5391
GAZ,LEB,9
GAZ,LKA,15
GAZ,LVA,5
GAZ,MAD,5
GAZ,MAU,11
GAZ,MDA,5
GAZ,MEX,5
GAZ,MLS,287
GAZ,MOR,30
GAZ,MTA,43
GAZ,NET,142
GAZ,NIG,5
GAZ,NZL,18
GAZ,PAK,16
GAZ,PER,27
GAZ,PHI,34
GAZ,POL,13
GAZ,POR,5
GAZ,ROM,35
GAZ,RSA,32
GAZ,RUS,9
GAZ,SAU,22
GAZ,SPA,458
GAZ,SUD,43
GAZ,SVK,9
GAZ,SVN,5
GAZ,SWE,7
GAZ,SWI,18
GAZ,SYR,23
GAZ,THA,269
GAZ,TUN,42
GAZ,TUR,849
GAZ,UKR,38
GAZ,USA,5
GAZ,YEM,463
GAZ,ZAM,5
GBR,AUL,5
GBR,CAN,63
GBR,GFR,11
GBR,SWE,6
GBR,USA,52
GEO,ARG,5
GEO,ARM,8
GEO,AUL,10
GEO,AUS,739
GEO,BEL,36
GEO,BLR,87
GEO,BRA,10
GEO,BUL,5
GEO,CAN,474
GEO,COS,15
GEO,CYP,85
GEO,CZE,38
GEO,DEN,11
GEO,EST,5
GEO,FIN,5
GEO,FRA,2714
GEO,GBR,39
GEO,GFR,343
GEO,GRE,264
GEO,HRV,5
GEO,HUN,45
GEO,IRE,70
GEO,ITA,130
GEO,LTU,5
GEO,MDA,5
GEO,MTA,5
GEO,NET,89
GEO,NOR,9
GEO,POL,70
GEO,POR,5
GEO,RUS,537
GEO,SPA,13
GEO,SWE,161
GEO,SWI,87
GEO,UKR,62
GEO,USA,496
GFR,AUL,5
GFR,BEL,5
GFR,CAN,87
GFR,FRA,8
GFR,SWE,6
GFR,USA,59
GHA,ARG,64
GHA,AUL,32
GHA,AUS,35
GHA,BEL,29
GHA,BRA,12
GHA,CAN,352
GHA,CZE,11
GHA,FIN,52
GHA,FRA,526
GHA,GBR,206
GHA,GFR,256
GHA,GRE,42
GHA,HUN,5
GHA,IRE,18
GHA,ITA,1733
GHA,KOR,5
GHA,MEX,5
GHA,NET,5
GHA,NOR,5
GHA,RSA,16
GHA,SWE,41
GHA,SWI,11
GHA,TOG,18444
GHA,USA,211
GNB,ARG,18
GNB,AUS,5
GNB,BEL,10
GNB,BRA,12
GNB,CAN,18
GNB,DEN,5
GNB,FRA,929
GNB,GAM,9
GNB,GBR,7
GNB,GFR,18
GNB,ITA,166
GNB,NET,5
GNB,NIG,5
GNB,NOR,5
GNB,POR,13
GNB,SWE,7
GNB,SWI,44
GNB,USA,30
GRE,CAN,24
GRE,GFR,48
GRE,SWE,9
GRE,USA,27
GRN,CAN,294
GRN,GBR,7
GRN,USA,23
GUA,AUS,6
GUA,BEL,10
GUA,CAN,907
GUA,COS,49
GUA,FIN,5
GUA,FRA,15
GUA,GBR,5
GUA,GFR,5
